"Question","Answer","Source"
"who is able to obtain pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i obtain pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility for pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"what is the contact number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"contact number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"contact number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"phone number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"phone number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"can i know the contact number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"can i know the contact number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"can i know the phone number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"can i know the phone number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"may i know the contact number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"may i know the contact number of pay app  ","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"may i know the phone number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"may i know the phone number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"let me know the contact number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"let me know the contact number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"let me know the phone number of payapp","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"let me know the phone number of pay app","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
"hotline number of payap","**Address:** \n\n Electronic Banking Unit, \n\n Sampath Bank PLC, \n\n 6th Floor, \n\n 110, Sir James Peiris Mawatha, \n\n Colombo 02. \n\n **Technical Support/Information:** \n\n Telephone: +94 11 4730 555 (8.00 a.m. to 5.00 p.m. on all bank working days) \n\n E-mail: sampathvishwa@sampath.lk \n\n **General Information:** \n\n Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk  \n\n Fax: +94 11 2305 481","Editorial"
